seed,n_trips,b,witness,witness_lo,witness_hi,a2_lo,a2_hi,intersects_a2,z_d_ub_equal
12,8,0.01,a5,0.5687008699997023,0.5794782200000554,0.5689330999998674,0.5797924700000294,True,True
12,8,0.05,a3,3.2063752999997632,3.2170475500001885,3.2061625999999706,3.217116210000313,True,True
12,8,0.05,a4,3.2062368199999582,3.2170280899999852,3.2061625999999706,3.217116210000313,True,True
12,8,0.05,a5,3.206496159999915,3.21676983999987,3.2061625999999706,3.217116210000313,True,True
12,12,0.01,a3,1.3356772699999055,1.346303860000262,1.3356700499998624,1.3466133100000661,True,True
12,12,0.01,a4,1.3357124499998463,1.3466076100003193,1.3356700499998624,1.3466133100000661,True,True
12,12,0.01,a5,1.3358224799999334,1.3463526500004264,1.3356700499998624,1.3466133100000661,True,True
12,12,0.05,a3,7.779343220000101,7.7919554099999,7.779267049999817,7.789660710000135,True,True
12,12,0.05,a4,7.779160409999804,7.789674520000062,7.779267049999817,7.789660710000135,True,True
12,12,0.05,a5,7.778531819999898,7.792370399999982,7.779267049999817,7.789660710000135,True,True
13,8,0.01,a3,-0.010000000000218279,0.0,-0.010000000000218279,0.0,True,True
13,8,0.01,a4,-0.010000000000218279,0.0,-0.010000000000218279,0.0,True,True
13,8,0.01,a5,-0.010000000000218279,0.0,-0.010000000000218279,0.0,True,True
13,8,0.05,a3,-0.010000000000218279,0.0,-0.010000000000218279,0.0,True,True
13,8,0.05,a4,-0.010000000000218279,0.0,-0.010000000000218279,0.0,True,True
13,8,0.05,a5,-0.010000000000218279,0.0,-0.010000000000218279,0.0,True,True
13,12,0.01,a3,-0.01005325999994966,0.0006112400005804375,-0.00962694999998348,0.0007176500002969988,True,True
13,12,0.01,a4,-0.009477139999944484,0.0013775400002487004,-0.00962694999998348,0.0007176500002969988,True,True
13,12,0.01,a5,-0.01005325999994966,0.0006112400005804375,-0.00962694999998348,0.0007176500002969988,True,True
13,12,0.05,a3,-0.008811350000542006,0.0014444500002355198,-0.00926893999985623,0.0016557199996896088,True,True
13,12,0.05,a4,-0.009082100000341597,0.0017906299999594921,-0.00926893999985623,0.0016557199996896088,True,True
13,12,0.05,a5,-0.008827169999676698,0.0017941200003406266,-0.00926893999985623,0.0016557199996896088,True,True
14,8,0.01,a3,-0.009906279999995604,0.0003433700003370177,-0.009996499999942898,0.0005489500003932335,True,True
14,8,0.01,a4,-0.009906279999995604,0.0003433700003370177,-0.009996499999942898,0.0005489500003932335,True,True
14,8,0.01,a5,-0.009906279999995604,0.0003433700003370177,-0.009996499999942898,0.0005489500003932335,True,True
14,8,0.05,a3,-0.006868300000405725,0.0037840099998902588,-0.006775170000310027,0.003452049999850715,True,True
14,8,0.05,a4,-0.007007080000221322,0.003813610000179324,-0.006775170000310027,0.003452049999850715,True,True
14,8,0.05,a5,-0.006868300000405725,0.0037840099998902588,-0.006775170000310027,0.003452049999850715,True,True
14,12,0.01,a3,-0.007717740000316553,0.0029085899996061926,-0.007735610000509041,0.0024180899999919347,True,True
14,12,0.01,a4,-0.007923070000288135,0.0026276799999322975,-0.007735610000509041,0.0024180899999919347,True,True
